,support,itemsets
179,0.10897648227890029,frozenset({'2640'})
180,0.11858231202384896,frozenset({'2683'})
181,0.1485591255382577,frozenset({'2692'})
182,0.1412719443524346,frozenset({'2700'})
183,0.14872474329248095,frozenset({'2706'})
184,0.25637628353759523,frozenset({'2716'})
185,0.35823120238489564,frozenset({'2762'})
186,0.11162636634647234,frozenset({'2763'})
187,0.2126531964226565,frozenset({'2791'})
188,0.17406425968863862,frozenset({'2797'})
189,0.18300761841669427,frozenset({'2804'})
190,0.47250745279894,frozenset({'2858'})
191,0.11609804571050017,frozenset({'2890'})
192,0.10400794965220271,frozenset({'2908'})
193,0.20669095727061942,frozenset({'2916'})
194,0.1934415369327592,frozenset({'2918'})
195,0.1124544551175886,frozenset({'2947'})
196,0.181517058628685,frozenset({'2959'})
197,0.10218615435574693,frozenset({'2968'})
198,0.105498509440212,frozenset({'2985'})
199,0.18400132494203378,frozenset({'2987'})
200,0.29132162967870157,frozenset({'2997'})
201,0.11411063265982113,frozenset({'3006'})
202,0.10384233189797946,frozenset({'3052'})
203,0.1064922159655515,frozenset({'3072'})
204,0.21563431599867505,frozenset({'3114'})
205,0.16247101689301094,frozenset({'3147'})
206,0.12967870155680689,frozenset({'3160'})
207,0.18963232858562437,frozenset({'3175'})
208,0.12487578668433257,frozenset({'3176'})
209,0.10847962901623054,frozenset({'3253'})
210,0.11162636634647234,frozenset({'3255'})
211,0.11626366346472342,frozenset({'3256'})
212,0.12189466710831401,frozenset({'3361'})
213,0.12355084465054654,frozenset({'3363'})
214,0.1560119244783041,frozenset({'3408'})
215,0.14342497515733688,frozenset({'3418'})
216,0.15120900960582975,frozenset({'3421'})
217,0.11460748592249088,frozenset({'3448'})
218,0.1762172904935409,frozenset({'3471'})
219,0.1667770785028155,frozenset({'3481'})
220,0.10003312355084465,frozenset({'3499'})
221,0.1271944352434581,frozenset({'3527'})
222,0.10980457105001656,frozenset({'3552'})
223,0.24975157336866513,frozenset({'3578'})
224,0.1394501490559788,frozenset({'3671'})
225,0.10715468698244451,frozenset({'3702'})
226,0.10483603842331898,frozenset({'3703'})
227,0.15634315998675058,frozenset({'3751'})
228,0.13348790990394171,frozenset({'3753'})
229,0.17257369990062935,frozenset({'3793'})
230,0.13795958926796953,frozenset({'3897'})
231,0.11162636634647234,"frozenset({'1', '34'})"
232,0.11079827757535608,"frozenset({'50', '1'})"
233,0.12487578668433257,"frozenset({'110', '1'})"
234,0.16528651871480624,"frozenset({'1', '260'})"
235,0.1247101689301093,"frozenset({'296', '1'})"
236,0.14491553494534615,"frozenset({'318', '1'})"
237,0.12835375952302086,"frozenset({'356', '1'})"
238,0.12172904935409076,"frozenset({'1', '457'})"
239,0.11626366346472342,"frozenset({'1', '480'})"
240,0.1328254388870487,"frozenset({'1', '527'})"
241,0.10168930109307718,"frozenset({'1', '588'})"
242,0.1328254388870487,"frozenset({'1', '589'})"
243,0.14690294799602518,"frozenset({'1', '593'})"
244,0.1300099370652534,"frozenset({'1', '608'})"
245,0.11593242795627691,"frozenset({'1', '858'})"
246,0.10831401126200729,"frozenset({'919', '1'})"
247,0.10102683007618417,"frozenset({'1', '1036'})"
248,0.12206028486253727,"frozenset({'1097', '1'})"
249,0.10831401126200729,"frozenset({'1', '1136'})"
250,0.16561775422325273,"frozenset({'1196', '1'})"
251,0.14094070884398807,"frozenset({'1197', '1'})"
252,0.15269956939383902,"frozenset({'1', '1198'})"
253,0.10086121232196091,"frozenset({'1200', '1'})"
254,0.13713150049685327,"frozenset({'1', '1210'})"
255,0.10334547863530971,"frozenset({'1', '1214'})"
256,0.11394501490559789,"frozenset({'1', '1240'})"
257,0.10251738986419344,"frozenset({'1', '1259'})"
258,0.13961576681020205,"frozenset({'1', '1265'})"
259,0.1450811526995694,"frozenset({'1', '1270'})"
260,0.10516727393176549,"frozenset({'1', '1291'})"
261,0.10019874130506791,"frozenset({'1307', '1'})"
262,0.12371646240476979,"frozenset({'1', '1580'})"
263,0.11957601854918848,"frozenset({'1617', '1'})"
264,0.14541238820801589,"frozenset({'2028', '1'})"
265,0.11593242795627691,"frozenset({'2355', '1'})"
266,0.13365352765816496,"frozenset({'2396', '1'})"
267,0.1531964226565088,"frozenset({'2571', '1'})"
268,0.11477310367671414,"frozenset({'2716', '1'})"
269,0.1425968863862206,"frozenset({'1', '2762'})"
270,0.15717124875786684,"frozenset({'1', '2858'})"
271,0.11195760185491885,"frozenset({'2997', '1'})"
272,0.14425306392845313,"frozenset({'3114', '1'})"
273,0.1275256707519046,"frozenset({'32', '260'})"
274,0.10400794965220271,"frozenset({'296', '32'})"
275,0.10284862537263995,"frozenset({'318', '32'})"
276,0.10102683007618417,"frozenset({'541', '32'})"
277,0.11344816164292812,"frozenset({'32', '589'})"
278,0.11096389532957933,"frozenset({'32', '593'})"
279,0.10847962901623054,"frozenset({'32', '608'})"
280,0.1265319642265651,"frozenset({'32', '1196'})"
281,0.10036435905929116,"frozenset({'32', '1198'})"
282,0.10036435905929116,"frozenset({'32', '1210'})"
283,0.10036435905929116,"frozenset({'1617', '32'})"
284,0.10119244783040741,"frozenset({'2028', '32'})"
285,0.13232858562437894,"frozenset({'2571', '32'})"
286,0.1026830076184167,"frozenset({'32', '2762'})"
287,0.11742298774428618,"frozenset({'32', '2858'})"
288,0.10798277575356079,"frozenset({'34', '260'})"
289,0.11444186816826764,"frozenset({'318', '34'})"
290,0.10698906922822127,"frozenset({'34', '527'})"
291,0.11377939715137463,"frozenset({'593', '34'})"
292,0.11361377939715138,"frozenset({'608', '34'})"
293,0.11096389532957933,"frozenset({'1196', '34'})"
294,0.10152368333885392,"frozenset({'1198', '34'})"
295,0.10152368333885392,"frozenset({'1265', '34'})"
296,0.10284862537263995,"frozenset({'2396', '34'})"
297,0.12404769791321629,"frozenset({'2858', '34'})"
298,0.10765154024511428,"frozenset({'50', '47'})"
299,0.10384233189797946,"frozenset({'296', '47'})"
300,0.11576681020205366,"frozenset({'47', '593'})"
301,0.1058297449486585,"frozenset({'47', '608'})"
302,0.105498509440212,"frozenset({'2762', '47'})"
303,0.10665783371977476,"frozenset({'2858', '47'})"
304,0.1257038754554488,"frozenset({'50', '110'})"
305,0.16031798608810865,"frozenset({'50', '260'})"
306,0.17141437562106657,"frozenset({'50', '296'})"
307,0.16727393176548527,"frozenset({'50', '318'})"
308,0.10748592249089102,"frozenset({'356', '50'})"
309,0.12818814176879761,"frozenset({'50', '457'})"
310,0.10052997681351442,"frozenset({'50', '480'})"
311,0.1517058628684995,"frozenset({'50', '527'})"
312,0.10897648227890029,"frozenset({'50', '541'})"
313,0.13183173236170917,"frozenset({'50', '589'})"
314,0.18135144087446176,"frozenset({'50', '593'})"
315,0.1825107651540245,"frozenset({'50', '608'})"
316,0.1450811526995694,"frozenset({'50', '858'})"
317,0.10384233189797946,"frozenset({'50', '1036'})"
318,0.12404769791321629,"frozenset({'50', '1089'})"
319,0.10433918516064922,"frozenset({'50', '1097'})"
320,0.11013580655846307,"frozenset({'50', '1136'})"
321,0.10715468698244451,"frozenset({'50', '1193'})"
322,0.15833057303742962,"frozenset({'50', '1196'})"
323,0.13249420337860218,"frozenset({'50', '1197'})"
324,0.1503809208347135,"frozenset({'50', '1198'})"
325,0.10317986088108645,"frozenset({'50', '1200'})"
326,0.12355084465054654,"frozenset({'50', '1210'})"
327,0.13464723418350447,"frozenset({'50', '1213'})"
328,0.10997018880423981,"frozenset({'50', '1214'})"
329,0.11295130838025837,"frozenset({'50', '1221'})"
330,0.11709175223583969,"frozenset({'50', '1240'})"
331,0.10450480291487248,"frozenset({'50', '1259'})"
332,0.12206028486253727,"frozenset({'50', '1265'})"
333,0.11377939715137463,"frozenset({'50', '1270'})"
334,0.17538920172242464,"frozenset({'50', '1617'})"
335,0.1096389532957933,"frozenset({'50', '1704'})"
336,0.1531964226565088,"frozenset({'50', '2028'})"
337,0.1184166942696257,"frozenset({'50', '2396'})"
338,0.1531964226565088,"frozenset({'50', '2571'})"
339,0.10135806558463067,"frozenset({'50', '2716'})"
340,0.16528651871480624,"frozenset({'50', '2762'})"
341,0.18615435574693606,"frozenset({'50', '2858'})"
342,0.12885061278569063,"frozenset({'50', '2997'})"
343,0.10185491884730043,"frozenset({'3578', '50'})"
344,0.19261344816164294,"frozenset({'110', '260'})"
345,0.14276250414044386,"frozenset({'296', '110'})"
346,0.16909572706194104,"frozenset({'318', '110'})"
347,0.14243126863199734,"frozenset({'356', '110'})"
348,0.16015236833388538,"frozenset({'110', '457'})"
349,0.1598211328254389,"frozenset({'110', '480'})"
350,0.16247101689301094,"frozenset({'110', '527'})"
351,0.10765154024511428,"frozenset({'541', '110'})"
352,0.18383570718781053,"frozenset({'110', '589'})"
353,0.1058297449486585,"frozenset({'110', '590'})"
354,0.16975819807883405,"frozenset({'110', '593'})"
355,0.14988406757204373,"frozenset({'110', '608'})"
356,0.14441868168267638,"frozenset({'110', '858'})"
357,0.1303411725736999,"frozenset({'110', '1036'})"
358,0.12255713812520702,"frozenset({'110', '1097'})"
359,0.10202053660152369,"frozenset({'110', '1136'})"
360,0.10019874130506791,"frozenset({'110', '1193'})"
361,0.1944352434580987,"frozenset({'110', '1196'})"
362,0.1457436237164624,"frozenset({'1197', '110'})"
363,0.18217952964557801,"frozenset({'110', '1198'})"
364,0.12901623053991387,"frozenset({'1200', '110'})"
365,0.16694269625703875,"frozenset({'110', '1210'})"
366,0.11344816164292812,"frozenset({'1213', '110'})"
367,0.13050679032792314,"frozenset({'110', '1214'})"
368,0.11129513083802584,"frozenset({'1221', '110'})"
369,0.14309373964889036,"frozenset({'110', '1240'})"
370,0.1187479297780722,"frozenset({'110', '1259'})"
371,0.12355084465054654,"frozenset({'110', '1265'})"
372,0.14342497515733688,"frozenset({'110', '1270'})"
373,0.12620072871811858,"frozenset({'110', '1291'})"
374,0.10765154024511428,"frozenset({'110', '1387'})"
375,0.14077509108976483,"frozenset({'110', '1580'})"
376,0.1391189135475323,"frozenset({'1610', '110'})"
377,0.134978469691951,"frozenset({'1617', '110'})"
378,0.1124544551175886,"frozenset({'110', '1704'})"
379,0.11510433918516065,"frozenset({'110', '2000'})"
380,0.20702219277906592,"frozenset({'2028', '110'})"
381,0.12603511096389533,"frozenset({'2396', '110'})"
382,0.18648559125538258,"frozenset({'2571', '110'})"
383,0.10086121232196091,"frozenset({'110', '2628'})"
384,0.11593242795627691,"frozenset({'110', '2716'})"
385,0.1560119244783041,"frozenset({'110', '2762'})"
386,0.18665120900960583,"frozenset({'110', '2858'})"
387,0.11791984100695595,"frozenset({'110', '2916'})"
388,0.10599536270288175,"frozenset({'110', '2997'})"
389,0.1348128519377277,"frozenset({'3578', '110'})"
390,0.10052997681351442,"frozenset({'111', '260'})"
391,0.10566412719443524,"frozenset({'111', '593'})"
392,0.10980457105001656,"frozenset({'111', '608'})"
393,0.1156011924478304,"frozenset({'111', '858'})"
394,0.1114607485922491,"frozenset({'2858', '111'})"
395,0.11510433918516065,"frozenset({'318', '150'})"
396,0.10317986088108645,"frozenset({'150', '527'})"
397,0.10781715799933753,"frozenset({'150', '593'})"
398,0.10632659821132825,"frozenset({'2028', '150'})"
399,0.1293474660483604,"frozenset({'223', '2858'})"
400,0.10218615435574693,"frozenset({'2997', '223'})"
401,0.17108314011262007,"frozenset({'296', '260'})"
402,0.18946671083140113,"frozenset({'318', '260'})"
403,0.15004968532626697,"frozenset({'356', '260'})"
404,0.17290493540907587,"frozenset({'457', '260'})"
405,0.18797615104339185,"frozenset({'480', '260'})"
406,0.1874792977807221,"frozenset({'527', '260'})"
407,0.18102020536601524,"frozenset({'541', '260'})"
408,0.22192779065915866,"frozenset({'589', '260'})"
409,0.10831401126200729,"frozenset({'260', '590'})"
410,0.10765154024511428,"frozenset({'592', '260'})"
411,0.20404107320304737,"frozenset({'593', '260'})"
412,0.18665120900960583,"frozenset({'608', '260'})"
413,0.14872474329248095,"frozenset({'750', '260'})"
414,0.10980457105001656,"frozenset({'780', '260'})"
415,0.21066578337197747,"frozenset({'858', '260'})"
416,0.1058297449486585,"frozenset({'904', '260'})"
417,0.11228883736336535,"frozenset({'908', '260'})"
418,0.14110632659821132,"frozenset({'912', '260'})"
419,0.16313348790990395,"frozenset({'919', '260'})"
420,0.10152368333885392,"frozenset({'260', '923'})"
421,0.14922159655515072,"frozenset({'924', '260'})"
422,0.1026830076184167,"frozenset({'969', '260'})"
423,0.16594898973169925,"frozenset({'1036', '260'})"
424,0.1124544551175886,"frozenset({'1073', '260'})"
425,0.106160980457105,"frozenset({'1079', '260'})"
426,0.10433918516064922,"frozenset({'1089', '260'})"
427,0.10086121232196091,"frozenset({'1090', '260'})"
428,0.19112288837363364,"frozenset({'1097', '260'})"
429,0.1184166942696257,"frozenset({'1127', '260'})"
430,0.15948989731699237,"frozenset({'1136', '260'})"
431,0.1419344153693276,"frozenset({'1193', '260'})"
432,0.32461079827757533,"frozenset({'1196', '260'})"
433,0.2101689301093077,"frozenset({'1197', '260'})"
434,0.2760847962901623,"frozenset({'1198', '260'})"
435,0.18416694269625705,"frozenset({'1200', '260'})"
436,0.11858231202384896,"frozenset({'1206', '260'})"
437,0.10980457105001656,"frozenset({'1208', '260'})"
438,0.2628353759523021,"frozenset({'1210', '260'})"
439,0.12620072871811858,"frozenset({'1213', '260'})"
440,0.2073534282875124,"frozenset({'1214', '260'})"
441,0.11659489897316992,"frozenset({'1219', '260'})"
442,0.11179198410069559,"frozenset({'1220', '260'})"
443,0.15849619079165286,"frozenset({'1221', '260'})"
444,0.1184166942696257,"frozenset({'1222', '260'})"
445,0.12023848956608148,"frozenset({'1225', '260'})"
446,0.10682345147399801,"frozenset({'1234', '260'})"
447,0.2148062272275588,"frozenset({'260', '1240'})"
448,0.10748592249089102,"frozenset({'1242', '260'})"
449,0.10847962901623054,"frozenset({'1247', '260'})"
450,0.1026830076184167,"frozenset({'1252', '260'})"
451,0.14425306392845313,"frozenset({'1259', '260'})"
452,0.15501821795296455,"frozenset({'1265', '260'})"
453,0.21414375621066578,"frozenset({'1270', '260'})"
454,0.11725736999006293,"frozenset({'1278', '260'})"
455,0.17257369990062935,"frozenset({'1291', '260'})"
456,0.10036435905929116,"frozenset({'1294', '260'})"
457,0.1300099370652534,"frozenset({'1304', '260'})"
458,0.12371646240476979,"frozenset({'1307', '260'})"
459,0.10566412719443524,"frozenset({'1356', '260'})"
460,0.137628353759523,"frozenset({'1374', '260'})"
461,0.15667439549519707,"frozenset({'1387', '260'})"
462,0.1127856906260351,"frozenset({'1394', '260'})"
463,0.1026830076184167,"frozenset({'1527', '260'})"
464,0.1768797615104339,"frozenset({'260', '1580'})"
465,0.14723418350447168,"frozenset({'1610', '260'})"
466,0.17489234845975488,"frozenset({'1617', '260'})"
467,0.1127856906260351,"frozenset({'1704', '260'})"
468,0.10698906922822127,"frozenset({'1954', '260'})"
469,0.1058297449486585,"frozenset({'1968', '260'})"
470,0.1310036435905929,"frozenset({'2000', '260'})"
471,0.21712487578668432,"frozenset({'2028', '260'})"
472,0.10036435905929116,"frozenset({'2174', '260'})"
473,0.1086452467704538,"frozenset({'2194', '260'})"
474,0.1064922159655515,"frozenset({'2355', '260'})"
475,0.1608148393507784,"frozenset({'2396', '260'})"
476,0.10036435905929116,"frozenset({'2529', '260'})"
477,0.24511427625041404,"frozenset({'2571', '260'})"
478,0.14077509108976483,"frozenset({'2628', '260'})"
479,0.16164292812189468,"frozenset({'2716', '260'})"
480,0.19509771447499172,"frozenset({'2762', '260'})"
481,0.1271944352434581,"frozenset({'2791', '260'})"
482,0.11758860549850944,"frozenset({'2797', '260'})"
483,0.1121232196091421,"frozenset({'260', '2804'})"
484,0.2201059953627029,"frozenset({'2858', '260'})"
485,0.1495528320635972,"frozenset({'2916', '260'})"
486,0.1257038754554488,"frozenset({'2918', '260'})"
487,0.12272275587943028,"frozenset({'2987', '260'})"
488,0.14640609473335542,"frozenset({'2997', '260'})"
489,0.12040410732030474,"frozenset({'3114', '260'})"
490,0.11990725405763498,"frozenset({'3175', '260'})"
491,0.10400794965220271,"frozenset({'3421', '260'})"
492,0.14143756210665784,"frozenset({'3471', '260'})"
493,0.10317986088108645,"frozenset({'260', '3527'})"
494,0.14143756210665784,"frozenset({'3578', '260'})"
495,0.11179198410069559,"frozenset({'3793', '260'})"
496,0.18797615104339185,"frozenset({'318', '296'})"
497,0.11791984100695595,"frozenset({'356', '296'})"
498,0.1271944352434581,"frozenset({'296', '457'})"
499,0.11030142431268632,"frozenset({'296', '480'})"
500,0.16843325604504802,"frozenset({'296', '527'})"
501,0.11510433918516065,"frozenset({'296', '541'})"
502,0.1394501490559788,"frozenset({'296', '589'})"
503,0.1969195097714475,"frozenset({'296', '593'})"
504,0.20553163299105665,"frozenset({'296', '608'})"
505,0.1560119244783041,"frozenset({'296', '858'})"
506,0.1023517721099702,"frozenset({'296', '912'})"
507,0.10284862537263995,"frozenset({'296', '919'})"
508,0.1058297449486585,"frozenset({'296', '1036'})"
509,0.12984431931103013,"frozenset({'296', '1089'})"
510,0.11477310367671414,"frozenset({'296', '1097'})"
511,0.11444186816826764,"frozenset({'296', '1136'})"
512,0.12272275587943028,"frozenset({'296', '1193'})"
513,0.17191122888373633,"frozenset({'296', '1196'})"
514,0.134978469691951,"frozenset({'296', '1197'})"
515,0.16064922159655515,"frozenset({'296', '1198'})"
516,0.11046704206690958,"frozenset({'296', '1200'})"
517,0.1313348790990394,"frozenset({'296', '1210'})"
518,0.1614773103676714,"frozenset({'1213', '296'})"
519,0.11493872143093739,"frozenset({'296', '1214'})"
520,0.1215634315998675,"frozenset({'1221', '296'})"
521,0.12255713812520702,"frozenset({'296', '1240'})"
522,0.11543557469360716,"frozenset({'296', '1259'})"
523,0.13067240808214642,"frozenset({'296', '1265'})"
524,0.12388208015899305,"frozenset({'296', '1270'})"
525,0.105498509440212,"frozenset({'296', '1358'})"
526,0.10980457105001656,"frozenset({'296', '1580'})"
527,0.17422987744286186,"frozenset({'1617', '296'})"
528,0.12603511096389533,"frozenset({'296', '1704'})"
529,0.1730705531632991,"frozenset({'2028', '296'})"
530,0.12818814176879761,"frozenset({'296', '2396'})"
531,0.15650877774097383,"frozenset({'296', '2571'})"
532,0.10036435905929116,"frozenset({'296', '2599'})"
533,0.10732030473666777,"frozenset({'296', '2716'})"
534,0.16296787015568068,"frozenset({'296', '2762'})"
535,0.20768466379595893,"frozenset({'296', '2858'})"
536,0.10732030473666777,"frozenset({'2959', '296'})"
537,0.1447499171911229,"frozenset({'296', '2997'})"
538,0.10698906922822127,"frozenset({'3578', '296'})"
539,0.1457436237164624,"frozenset({'356', '318'})"
540,0.1447499171911229,"frozenset({'318', '457'})"
541,0.12487578668433257,"frozenset({'318', '480'})"
542,0.21232196091421,"frozenset({'318', '527'})"
543,0.11228883736336535,"frozenset({'318', '541'})"
544,0.1503809208347135,"frozenset({'318', '589'})"
545,0.10500165617754223,"frozenset({'318', '590'})"
546,0.22805564756541902,"frozenset({'318', '593'})"
547,0.20056310036435906,"frozenset({'318', '608'})"
548,0.16495528320635972,"frozenset({'318', '858'})"
549,0.1152699569393839,"frozenset({'318', '912'})"
550,0.1215634315998675,"frozenset({'318', '919'})"
551,0.11626366346472342,"frozenset({'318', '1036'})"
552,0.10516727393176549,"frozenset({'318', '1089'})"
553,0.134978469691951,"frozenset({'318', '1097'})"
554,0.11990725405763498,"frozenset({'318', '1136'})"
555,0.1394501490559788,"frozenset({'318', '1193'})"
556,0.1909572706194104,"frozenset({'318', '1196'})"
557,0.1488903610467042,"frozenset({'318', '1197'})"
558,0.18201391189135474,"frozenset({'318', '1198'})"
559,0.11129513083802584,"frozenset({'318', '1200'})"
560,0.14706856575024843,"frozenset({'318', '1210'})"
561,0.15253395163961578,"frozenset({'1213', '318'})"
562,0.11924478304074197,"frozenset({'318', '1214'})"
563,0.12636634647234182,"frozenset({'1221', '318'})"
564,0.11692613448161643,"frozenset({'318', '1225'})"
565,0.12868499503146738,"frozenset({'318', '1240'})"
566,0.12636634647234182,"frozenset({'318', '1259'})"
